FIPS,lat,lon,RPL_THEMES,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4,shelter_count_nearby,shelter_capacity_nearby,hospital_count_nearby,hospital_beds_nearby,school_count_nearby,school_capacity_nearby,node_type
12001000201,29.6545448945216,-82.33374147370841,0.2704,0.5495,0.0024,0.4077,0.6982,17,0.0,6,0.0,74,0.0,grid
12001000202,29.646141850405744,-82.33297137138345,0.3791,0.7495,0.0006,0.4254,0.7609,17,0.0,6,0.0,74,0.0,grid
12001000301,29.666673146986987,-82.33120220901512,0.6544,0.5118,0.3832,0.5423,0.8684,17,0.0,6,0.0,74,0.0,grid
12001000302,29.68355091303941,-82.33049270473684,0.4292,0.488,0.3051,0.5136,0.4241,18,0.0,6,0.0,78,0.0,grid
12001000400,29.67776978638575,-82.3078995887777,0.7781,0.6217,0.8306,0.6124,0.8108,18,0.0,6,0.0,75,0.0,grid
12001000500,29.65674861556477,-82.31721782209982,0.4391,0.5053,0.1002,0.2573,0.7142,17,0.0,6,0.0,74,0.0,grid
12001000600,29.65305703649782,-82.28803936800617,0.9278,0.9233,0.6761,0.9785,0.8775,18,0.0,6,0.0,75,0.0,grid
12001000700,29.62504674098233,-82.2911849746873,0.8716,0.7402,0.929,0.7565,0.8195,18,0.0,6,0.0,76,0.0,grid
12001000806,29.639901880523134,-82.33213029222459,0.6718,0.628,0.0621,0.5791,0.9629,17,0.0,6,0.0,74,0.0,grid
12001000808,29.626921830791083,-82.33297740458474,0.7243,0.646,0.2444,0.6388,0.9254,17,0.0,6,0.0,75,0.0,grid
12001000809,29.63068444402566,-82.34647845262101,0.4546,0.5819,0.0294,0.503,0.7197,17,0.0,6,0.0,75,0.0,grid
12001000901,29.643595195500062,-82.36257551816351,0.3341,0.5787,0.0008,0.5254,0.8065,17,0.0,6,0.0,76,0.0,grid
12001000902,29.645640613659666,-82.34693052338142,0.3101,0.6373,0.0004,0.4736,0.7586,17,0.0,6,0.0,75,0.0,grid
12001001000,29.65870931407075,-82.35643921332307,0.3112,0.6903,0.0026,0.337,0.6316,17,0.0,6,0.0,77,0.0,grid
12001001100,29.676001241316527,-82.36728380635051,0.2769,0.173,0.1404,0.337,0.6708,17,0.0,6,0.0,79,0.0,grid
12001001201,29.69643369524283,-82.37980891576291,0.1562,0.2763,0.1582,0.337,0.1615,18,0.0,6,0.0,80,0.0,grid
12001001202,29.694290292951106,-82.3592335561972,0.0801,0.071,0.0282,0.4429,0.3462,17,0.0,6,0.0,79,0.0,grid
12001001203,29.688076054880614,-82.34451118740485,0.2809,0.5014,0.0286,0.5333,0.3698,18,0.0,6,0.0,79,0.0,grid
12001001400,29.658055669358248,-82.25793402919135,0.7542,0.7592,0.7858,0.726,0.5586,18,0.0,6,0.0,75,0.0,grid
12001001514,29.63348319348624,-82.36357001034766,0.459,0.6907,0.0069,0.5514,0.7795,18,0.0,6,0.0,77,0.0,grid
12001001515,29.624891500141636,-82.36416989531051,0.2882,0.8045,0.0034,0.563,0.2621,18,0.0,6,0.0,77,0.0,grid
12001001516,29.61655473293868,-82.35888057939756,0.5073,0.8726,0.0103,0.5598,0.5576,18,0.0,6,0.0,77,0.0,grid
12001001517,29.61370381666006,-82.3674085163833,0.4726,0.5864,0.0128,0.7069,0.7846,18,0.0,6,0.0,77,0.0,grid
12001001519,29.61426874582701,-82.376825413053,0.5126,0.6529,0.0057,0.7571,0.8779,18,0.0,6,0.0,77,0.0,grid
12001001522,29.631619019311135,-82.38295330396055,0.5061,0.6592,0.0138,0.5146,0.8227,18,0.0,6,0.0,78,0.0,grid
12001001605,29.65009945615227,-82.39265757275436,0.4239,0.6418,0.0073,0.4596,0.7872,18,0.0,6,0.0,84,0.0,grid
12001001701,29.681848406801613,-82.41446861130157,0.5807,0.3385,0.369,0.462,0.9207,21,0.0,6,0.0,85,0.0,grid
12001001702,29.666786424675198,-82.40099680386915,0.3185,0.4671,0.4456,0.2226,0.2016,21,0.0,6,0.0,83,0.0,grid
12001001802,29.789929158118046,-82.40912151173963,0.5174,0.4089,0.6992,0.6344,0.4629,16,0.0,6,0.0,73,0.0,grid
12001001803,29.717137607061666,-82.37522953506722,0.483,0.3984,0.7205,0.5778,0.3789,18,0.0,6,0.0,80,0.0,grid
12001001811,29.699653707688157,-82.42643986128894,0.4294,0.0868,0.6992,0.5089,0.756,21,0.0,6,0.0,83,0.0,grid
12001001813,29.725918308536205,-82.41870200384261,0.0574,0.0422,0.4365,0.364,0.0438,19,0.0,6,0.0,79,0.0,grid
12001001815,29.89144942497536,-82.51093691964802,0.3477,0.4673,0.0909,0.2238,0.5398,7,0.0,1,0.0,15,0.0,grid
12001001816,29.847542965963086,-82.48292498528394,0.74,0.5195,0.8915,0.4961,0.8193,4,0.0,3,0.0,21,0.0,grid
12001001817,29.750823347448243,-82.45507901293264,0.103,0.0454,0.2302,0.3348,0.2767,21,0.0,6,0.0,82,0.0,grid
12001001818,29.779029606145244,-82.61161683135626,0.141,0.2945,0.1114,0.2317,0.1799,11,0.0,2,0.0,21,0.0,grid
12001001819,29.764290301922237,-82.53051288228617,0.2333,0.0986,0.2079,0.3583,0.6014,10,0.0,3,0.0,41,0.0,grid
12001001902,29.69139526877226,-82.28606875568659,0.9909,0.9688,0.9335,0.7366,0.9911,18,0.0,6,0.0,72,0.0,grid
12001001907,29.745106271815338,-82.15498664770233,0.429,0.5791,0.8256,0.1746,0.1391,12,0.0,0,0.0,47,0.0,grid
12001001908,29.79295846118911,-82.28304491218339,0.4945,0.5574,0.114,0.3724,0.715,13,0.0,6,0.0,60,0.0,grid
12001002001,29.567107453449335,-82.15655075420503,0.4665,0.76,0.1343,0.1185,0.4465,8,0.0,2,0.0,40,0.0,grid
12001002002,29.616491596396184,-82.1019171083833,0.7221,0.7799,0.744,0.4994,0.5448,6,0.0,0,0.0,19,0.0,grid
12001002101,29.532953835117958,-82.24627171080374,0.1799,0.2923,0.0799,0.31,0.3112,13,0.0,3,0.0,57,0.0,grid
12001002102,29.510147753509514,-82.34568791629125,0.4596,0.6209,0.2073,0.4132,0.4406,21,0.0,5,0.0,68,0.0,grid
12001002201,29.69061470237606,-82.55178420274471,0.2994,0.1097,0.6734,0.5022,0.3905,16,0.0,4,0.0,48,0.0,grid
12001002202,29.610233685378734,-82.52717015675898,0.1673,0.0712,0.246,0.3801,0.4178,23,0.0,6,0.0,51,0.0,grid
12001002204,29.683423028784286,-82.46930098593897,0.2783,0.0574,0.5521,0.3959,0.5821,22,0.0,6,0.0,85,0.0,grid
12001002207,29.645275710029047,-82.43079168042905,0.0323,0.0179,0.0992,0.3742,0.1298,21,0.0,6,0.0,84,0.0,grid
12001002208,29.64533464193908,-82.45576751907247,0.1292,0.1162,0.2371,0.3051,0.2394,22,0.0,6,0.0,85,0.0,grid
12001002209,29.526146990936084,-82.46655984208023,0.2588,0.1893,0.3172,0.4333,0.4075,26,0.0,7,0.0,56,0.0,grid
12001002210,29.60879177539528,-82.61121250253451,0.3901,0.4124,0.4385,0.498,0.3284,18,0.0,2,0.0,26,0.0,grid
12001002217,29.64980945682942,-82.41553923642623,0.7454,0.7189,0.4606,0.7037,0.7935,21,0.0,6,0.0,84,0.0,grid
12001002218,29.63912616153742,-82.41662012895137,0.7393,0.8091,0.3209,0.7663,0.7168,21,0.0,6,0.0,86,0.0,grid
12001002219,29.62065025187574,-82.40791589431505,0.8278,0.703,0.2876,0.6445,0.9899,21,0.0,6,0.0,79,0.0,grid
12001002220,29.58941006404373,-82.38926420665724,0.3286,0.3688,0.1116,0.3813,0.5369,18,0.0,6,0.0,76,0.0,grid
12001002221,29.61159171724687,-82.43059691981551,0.0554,0.132,0.0793,0.3348,0.0807,21,0.0,6,0.0,80,0.0,grid
12001002222,29.604970904494774,-82.45673593784402,0.0519,0.0339,0.0357,0.3909,0.2744,21,0.0,6,0.0,80,0.0,grid
12001110800,29.607001911757628,-82.35236300551698,0.5615,0.4122,0.2811,0.2063,0.93,18,0.0,6,0.0,77,0.0,grid
12003040101,30.321058466794078,-82.09936699526881,0.5759,0.5085,0.687,0.2955,0.6276,12,0.0,2,0.0,13,0.0,grid
12003040102,30.202036566610026,-82.1416803073988,0.6755,0.4353,0.6229,0.2238,0.9493,13,0.0,2,0.0,17,0.0,grid
12003040201,30.3667416726966,-82.34287827068353,0.64,0.7994,0.1797,0.412,0.6826,0,0.0,0,0.0,0,0.0,grid
12003040202,30.301393863343744,-82.19868853893949,0.1862,0.2826,0.3045,0.0583,0.2325,11,0.0,2,0.0,10,0.0,grid
12005000201,30.375565979973825,-85.76642973422247,0.7722,0.8217,0.9018,0.1415,0.6406,12,0.0,0,0.0,6,0.0,grid
12005000203,30.278472556844992,-85.64501106855002,0.675,0.7736,0.3858,0.1055,0.7757,36,0.0,5,0.0,58,0.0,grid
12005000204,30.278124853162687,-85.79576359290333,0.155,0.1452,0.3331,0.1004,0.287,23,0.0,5,0.0,46,0.0,grid
12005000301,30.522552392114765,-85.43710508961796,0.8191,0.9006,0.8026,0.1746,0.7183,2,0.0,0,0.0,1,0.0,grid
12005000302,30.36182537525228,-85.46033995051013,0.5815,0.541,0.513,0.188,0.7497,8,0.0,0,0.0,5,0.0,grid
12005000401,30.31076139511166,-85.50851459208447,0.4302,0.2797,0.9359,0.0228,0.4458,24,0.0,0,0.0,20,0.0,grid
12005000402,30.28123061133361,-85.5683078346851,0.4174,0.4282,0.7564,0.1201,0.3377,37,0.0,4,0.0,55,0.0,grid
12005000500,30.153724630058658,-85.4760624301342,0.3264,0.3199,0.0404,0.3724,0.7355,21,0.0,5,0.0,45,0.0,grid
12005000600,29.992457765647178,-85.41796154001663,0.1811,0.4345,0.1335,0.0675,0.173,0,0.0,1,0.0,0,0.0,grid
12005000700,30.053399613044586,-85.55682341624899,0.1643,0.3682,0.2483,0.2831,0.0807,15,0.0,5,0.0,43,0.0,grid
12005000803,30.15896767283385,-85.58064727158778,0.842,0.754,0.6686,0.5805,0.9154,27,0.0,6,0.0,55,0.0,grid
12005000804,30.151296859604017,-85.5566508710865,0.5116,0.6688,0.401,0.3455,0.3917,27,0.0,6,0.0,54,0.0,grid
12005000805,30.138066110964914,-85.57874358332504,0.5166,0.7722,0.4452,0.4866,0.1921,27,0.0,6,0.0,55,0.0,grid
12005000806,30.12087310309722,-85.56626490522405,0.5112,0.3667,0.8536,0.337,0.5018,25,0.0,6,0.0,55,0.0,grid
12005000900,30.12363660237766,-85.60229673960751,0.5152,0.5292,0.3621,0.3106,0.6339,25,0.0,6,0.0,56,0.0,grid
12005001000,30.143176261426895,-85.61729594778309,0.7377,0.3892,0.8272,0.5177,0.9473,27,0.0,6,0.0,58,0.0,grid
12005001100,30.165523000942162,-85.60590106554716,0.6838,0.7795,0.4195,0.4892,0.6351,27,0.0,6,0.0,57,0.0,grid
12005001200,30.18035683086552,-85.62471931296461,0.7379,0.6014,0.9211,0.45,0.7128,27,0.0,6,0.0,58,0.0,grid
12005001301,30.22354142193239,-85.61666247538807,0.4465,0.2189,0.7568,0.4077,0.5846,27,0.0,6,0.0,58,0.0,grid
12005001302,30.203374808410924,-85.62910462641184,0.7982,0.6264,0.9588,0.3724,0.8,27,0.0,6,0.0,59,0.0,grid
12005001402,30.246369214119937,-85.6268355197219,0.2041,0.3278,0.4519,0.1715,0.1288,36,0.0,6,0.0,59,0.0,grid
12005001403,30.251922231158314,-85.6565868857241,0.4712,0.2801,0.3836,0.0935,0.8759,36,0.0,5,0.0,61,0.0,grid
12005001404,30.23565211599211,-85.67528088093187,0.4475,0.312,0.8988,0.2791,0.3769,36,0.0,6,0.0,61,0.0,grid
12005001501,30.21456520564214,-85.68254664385042,0.2842,0.1154,0.4663,0.2047,0.6036,36,0.0,6,0.0,61,0.0,grid
12005001502,30.193688129894625,-85.67033039220124,0.6465,0.3101,0.9375,0.3455,0.8093,27,0.0,6,0.0,60,0.0,grid
12005001600,30.17445180186337,-85.65088918762476,0.9759,0.9609,0.9864,0.7474,0.8469,27,0.0,6,0.0,60,0.0,grid
12005001700,30.163278665187484,-85.63318083392178,0.986,0.9661,0.9905,0.6738,0.9142,27,0.0,6,0.0,59,0.0,grid
12005001800,30.15011344190871,-85.63006161208884,0.6978,0.7247,0.5966,0.5707,0.6193,27,0.0,6,0.0,58,0.0,grid
12005001900,30.14389253088262,-85.647866301051,0.2732,0.3824,0.4095,0.1384,0.2501,25,0.0,6,0.0,59,0.0,grid
12005002000,30.16368506563935,-85.66667014794534,0.8166,0.8915,0.7584,0.403,0.671,27,0.0,6,0.0,60,0.0,grid
12005002200,30.16851015858328,-85.6805508297486,0.9974,0.9882,0.9856,0.6917,0.9897,27,0.0,6,0.0,60,0.0,grid
12005002300,30.169171505941865,-85.69679093960903,0.4032,0.4396,0.7256,0.3181,0.2199,27,0.0,6,0.0,60,0.0,grid
12005002400,30.178579275547136,-85.71934782387011,0.9438,0.9014,0.9282,0.536,0.9365,25,0.0,6,0.0,60,0.0,grid
12005002500,30.2017855024366,-85.71491244992602,0.2091,0.1795,0.44,0.1715,0.3124,27,0.0,6,0.0,60,0.0,grid
12005002604,30.167695597266228,-85.76917700449953,0.4089,0.3864,0.6704,0.1476,0.4055,20,0.0,6,0.0,58,0.0,grid
12005002605,30.16219890096945,-85.77990644960393,0.6477,0.7884,0.5996,0.2047,0.5221,20,0.0,6,0.0,56,0.0,grid
12005002606,30.151797434124784,-85.76304191481319,0.1963,0.4065,0.311,0.0335,0.1416,20,0.0,6,0.0,57,0.0,grid
12005002607,30.112219660600147,-85.70063334049355,0.3602,0.3203,0.3335,0.2226,0.5454,25,0.0,6,0.0,59,0.0,grid
12005002608,30.149133816990783,-85.7181857494327,0.0704,0.0272,0.3606,0.06,0.1915,25,0.0,6,0.0,60,0.0,grid
12005002609,30.189209135707973,-85.75288406637313,0.6982,0.3872,0.787,0.3439,0.9387,25,0.0,6,0.0,60,0.0,grid
12005002703,30.222851166432644,-85.86517040306855,0.4653,0.4377,0.6053,0.2226,0.5174,8,0.0,3,0.0,26,0.0,grid
12005002706,30.261058518894544,-85.93689419298565,0.3191,0.4801,0.1722,0.0531,0.4424,0,0.0,1,0.0,6,0.0,grid
12005002707,30.25925434263879,-85.96265894736023,0.159,0.0436,0.3148,0.0256,0.5574,0,0.0,0,0.0,8,0.0,grid
12005002708,30.242556788791155,-85.92488157053343,0.014,0.0201,0.1422,0.2159,0.0428,0,0.0,1,0.0,6,0.0,grid
12005002709,30.23714940897726,-85.89925811851431,0.2294,0.2708,0.1627,0.1236,0.4509,4,0.0,1,0.0,8,0.0,grid
12005002710,30.20392828580413,-85.8010705074244,0.7613,0.685,0.7166,0.3852,0.8391,19,0.0,5,0.0,53,0.0,grid
12005002711,30.204484306206695,-85.84837479657037,0.1422,0.1398,0.1144,0.0803,0.4418,12,0.0,5,0.0,38,0.0,grid
12005002712,30.187537605688647,-85.80317834509964,0.4807,0.4751,0.1751,0.4203,0.7022,19,0.0,5,0.0,53,0.0,grid
12005002713,30.177457551040774,-85.8021314902338,0.5607,0.5947,0.617,0.2305,0.5558,20,0.0,5,0.0,54,0.0,grid
12007000100,29.945974326726343,-82.08128459972511,0.8815,0.64,0.9207,0.503,0.9742,11,0.0,1,0.0,25,0.0,grid
12007000201,29.97839335491937,-82.19373056138902,0.6162,0.6254,0.1325,0.4203,0.871,15,0.0,3,0.0,23,0.0,grid
12007000202,29.98211143393168,-82.14291619944842,0.6578,0.7008,0.3189,0.3039,0.7964,12,0.0,2,0.0,23,0.0,grid
12007000301,29.840644129250297,-82.08567153336824,0.4919,0.6619,0.3444,0.1593,0.4574,11,0.0,1,0.0,24,0.0,grid
12007000302,29.905458597710723,-82.26550395250715,0.5197,0.6548,0.7801,0.028,0.326,16,0.0,3,0.0,20,0.0,grid
12007000400,30.06785451759028,-82.1044009285238,0.5633,0.6398,0.0576,0.3884,0.8481,9,0.0,2,0.0,22,0.0,grid
12009060103,28.691194882241735,-80.86742571670726,0.2647,0.3957,0.4442,0.0037,0.2442,8,0.0,1,0.0,30,0.0,grid
12009060104,28.750670003808427,-80.88173758966677,0.4132,0.726,0.2337,0.0205,0.3043,4,0.0,1,0.0,19,0.0,grid
12009060105,28.688618078255896,-80.8345959134617,0.1765,0.4004,0.2828,0.1992,0.0893,8,0.0,1,0.0,30,0.0,grid
12009060106,28.753939516976246,-80.85350322232287,0.0755,0.2079,0.1775,0.0185,0.0921,4,0.0,1,0.0,21,0.0,grid
12009060201,28.651215411429803,-80.87164159776783,0.1834,0.2339,0.1483,0.2937,0.3148,14,0.0,1,0.0,32,0.0,grid
12009060202,28.616936327593223,-80.86637349003897,0.2085,0.3112,0.7176,0.2183,0.0536,25,0.0,1,0.0,37,0.0,grid
12009060301,28.65254706578013,-80.85624555397486,0.3207,0.731,0.2124,0.423,0.0525,24,0.0,1,0.0,33,0.0,grid
12009060302,28.65037160494335,-80.82835449460667,0.3546,0.5387,0.4383,0.0163,0.2582,25,0.0,1,0.0,35,0.0,grid
12009060400,28.626488389522642,-80.82230182022333,0.887,0.7239,0.9637,0.2352,0.9566,25,0.0,1,0.0,37,0.0,grid
12009060500,28.61816949362988,-80.84428889278385,0.441,0.5649,0.6521,0.153,0.2826,25,0.0,1,0.0,38,0.0,grid
12009060600,28.59289608012798,-80.83090016161707,0.6179,0.7398,0.4807,0.3608,0.5385,26,0.0,1,0.0,41,0.0,grid
12009060700,28.607480955956753,-80.814349053814,0.8996,0.9911,0.6876,0.723,0.6341,25,0.0,1,0.0,41,0.0,grid
12009061001,28.578167282008803,-80.81158965739026,0.4607,0.7252,0.757,0.5333,0.0422,26,0.0,1,0.0,41,0.0,grid
12009061002,28.562561899599004,-80.81415518015544,0.2444,0.3821,0.2984,0.1746,0.2189,26,0.0,1,0.0,42,0.0,grid
12009061100,28.57079456498839,-80.83647378746561,0.3134,0.2886,0.6765,0.2937,0.2483,26,0.0,1,0.0,40,0.0,grid
12009061201,28.54329471461853,-80.79891532217695,0.4116,0.2404,0.6454,0.3742,0.5446,28,0.0,1,0.0,55,0.0,grid
12009061202,28.514004755456003,-80.80761927679062,0.2114,0.2846,0.1966,0.2063,0.3176,28,0.0,1,0.0,67,0.0,grid
12009062106,28.476190502957394,-80.76610013871277,0.5211,0.6769,0.673,0.1512,0.3229,31,0.0,3,0.0,89,0.0,grid
12009062108,28.480270514870007,-80.79318149950105,0.2523,0.6024,0.4848,0.2972,0.0193,31,0.0,2,0.0,85,0.0,grid
12009062109,28.453647971373062,-80.7850872552849,0.5154,0.6604,0.2748,0.1762,0.5779,29,0.0,2,0.0,85,0.0,grid
12009062110,28.449100788295592,-80.80842079140697,0.0428,0.3014,0.1462,0.1921,0.0039,31,0.0,1,0.0,81,0.0,grid
12009062111,28.479999163527115,-80.81349034983772,0.3266,0.4905,0.3564,0.161,0.2596,27,0.0,2,0.0,83,0.0,grid
12009062112,28.417294630376876,-80.7492031952795,0.1438,0.3582,0.0716,0.1398,0.1886,37,0.0,3,0.0,89,0.0,grid
12009062113,28.415211541611203,-80.78617452085729,0.3211,0.2927,0.3124,0.3679,0.458,37,0.0,3,0.0,89,0.0,grid
12009062114,28.446162888886455,-80.75863929219346,0.5974,0.7625,0.5189,0.2352,0.4552,29,0.0,2,0.0,88,0.0,grid
12009062115,28.395677719670417,-80.8032330480754,0.1515,0.5824,0.0661,0.1555,0.0481,37,0.0,3,0.0,83,0.0,grid
12009062301,28.366996027773347,-80.74552530319885,0.8339,0.8779,0.3978,0.7748,0.8154,38,0.0,5,0.0,87,0.0,grid
12009062302,28.383437173222106,-80.74929430319445,0.7051,0.7972,0.6753,0.6179,0.459,42,0.0,5,0.0,85,0.0,grid
12009062401,28.38529911826809,-80.77159968135696,0.5629,0.8012,0.2901,0.4264,0.3813,42,0.0,5,0.0,86,0.0,grid
12009062402,28.369193002249972,-80.76880860109884,0.7389,0.7915,0.6233,0.5697,0.6308,42,0.0,5,0.0,87,0.0,grid
12009062500,28.35062623580455,-80.79940178061196,0.8108,0.8663,0.5462,0.5309,0.7718,38,0.0,5,0.0,82,0.0,grid
12009062600,28.354609746898895,-80.74414815694321,0.7036,0.4935,0.8982,0.7618,0.6391,38,0.0,5,0.0,88,0.0,grid
12009062800,28.29320628564443,-80.69690087935801,0.1162,0.2122,0.2966,0.0965,0.129,26,0.0,6,0.0,113,0.0,grid
12009062900,28.33913226638703,-80.75268604390547,0.5132,0.5278,0.713,0.5146,0.327,39,0.0,6,0.0,89,0.0,grid
12009063000,28.316337442400258,-80.75429745504927,0.2456,0.3596,0.5178,0.4293,0.0895,40,0.0,6,0.0,93,0.0,grid
12009063102,28.279792376781558,-80.71449067768629,0.3108,0.2499,0.2375,0.2972,0.5771,26,0.0,7,0.0,113,0.0,grid
12009063104,28.30560585291383,-80.71950613265354,0.1684,0.203,0.1286,0.3742,0.3059,23,0.0,6,0.0,97,0.0,grid
12009063105,28.316230447287158,-80.73278354051631,0.3394,0.2462,0.1036,0.3512,0.7438,40,0.0,6,0.0,94,0.0,grid
12009063106,28.249823352341256,-80.71997130576786,0.288,0.1156,0.5481,0.2813,0.5286,25,0.0,8,0.0,118,0.0,grid
12009063108,28.251712332663946,-80.70492847581905,0.3262,0.2215,0.5694,0.2425,0.4586,25,0.0,8,0.0,122,0.0,grid
12009063109,28.240192876536046,-80.69194475929997,0.4241,0.3974,0.557,0.3835,0.4213,26,0.0,10,0.0,133,0.0,grid
12009064102,28.173719316130196,-80.68443884273049,0.1264,0.1558,0.3124,0.1301,0.1852,46,0.0,10,0.0,129,0.0,grid
12009064123,28.15207498491115,-80.6567289714355,0.298,0.3116,0.2314,0.448,0.3925,53,0.0,10,0.0,121,0.0,grid
12009064124,28.16722137873596,-80.66027154194386,0.4972,0.6992,0.4087,0.1356,0.3874,48,0.0,11,0.0,127,0.0,grid
12009064126,28.15874442031489,-80.69346250342598,0.1566,0.1041,0.4848,0.2547,0.2172,59,0.0,11,0.0,128,0.0,grid
12009064127,28.20246659657314,-80.66683033329909,0.071,0.0335,0.1572,0.2967,0.226,45,0.0,11,0.0,136,0.0,grid
12009064128,28.20956429168673,-80.69595677033826,0.0162,0.0469,0.1146,0.2453,0.0321,35,0.0,11,0.0,138,0.0,grid
12009064129,28.14020564274057,-80.68994648944212,0.2438,0.4903,0.4028,0.1715,0.0901,59,0.0,10,0.0,118,0.0,grid
12009064130,28.129132232895905,-80.69039723228,0.4578,0.3337,0.6156,0.3679,0.5635,64,0.0,10,0.0,121,0.0,grid
12009064201,28.118597617911945,-80.62084511398481,0.641,0.5578,0.5371,0.1825,0.8387,62,0.0,10,0.0,122,0.0,grid
12009064202,28.154856146543466,-80.6353329669568,0.6217,0.6353,0.5915,0.3988,0.6028,49,0.0,10,0.0,118,0.0,grid
12009064301,28.139472779174298,-80.65808660387326,0.7219,0.8221,0.6266,0.3608,0.6077,55,0.0,10,0.0,120,0.0,grid
12009064302,28.132536969835662,-80.64229328132309,0.1892,0.3657,0.2239,0.337,0.1203,55,0.0,10,0.0,121,0.0,grid
12009064400,28.11776511810854,-80.65538981640331,0.2341,0.2099,0.8209,0.377,0.088,66,0.0,10,0.0,124,0.0,grid
12009064500,28.128061360518302,-80.66345822098194,0.4556,0.6308,0.2353,0.2352,0.4643,64,0.0,10,0.0,121,0.0,grid
12009064601,28.088806146718444,-80.68050800554096,0.6659,0.4564,0.8765,0.2608,0.7888,64,0.0,10,0.0,122,0.0,grid
12009064602,28.112150837833248,-80.68759032163804,0.6824,0.4974,0.8807,0.2634,0.786,66,0.0,10,0.0,124,0.0,grid
12009064701,28.082065568018685,-80.63369644977264,0.7742,0.6426,0.6651,0.4687,0.8986,58,0.0,9,0.0,119,0.0,grid
12009064702,28.099988287289598,-80.64234120640671,0.6527,0.4584,0.5396,0.3758,0.8917,64,0.0,10,0.0,121,0.0,grid
12009064800,28.092130826193287,-80.60650191078601,0.8994,0.6679,0.9886,0.536,0.9179,58,0.0,9,0.0,118,0.0,grid
12009064901,28.06422447031094,-80.62968894921393,0.6067,0.4181,0.7525,0.3313,0.7655,53,0.0,7,0.0,117,0.0,grid
12009064902,28.07038421817644,-80.6038526879883,0.9602,0.9765,0.789,0.5823,0.9353,53,0.0,7,0.0,116,0.0,grid
12009065001,28.068483891591992,-80.68487023771702,0.2586,0.2266,0.2343,0.4254,0.4128,58,0.0,9,0.0,119,0.0,grid
12009065022,28.064264653748882,-80.6459120243943,0.183,0.1422,0.5091,0.3976,0.1744,53,0.0,9,0.0,119,0.0,grid
12009065023,28.043314730792172,-80.65103888090256,0.7434,0.6231,0.3235,0.4919,0.9667,53,0.0,7,0.0,116,0.0,grid
12009065024,28.060938474861462,-80.66241839856674,0.0775,0.1178,0.7114,0.1833,0.014,53,0.0,9,0.0,119,0.0,grid
12009065025,28.075435876509747,-80.66217991492871,0.3105,0.1519,0.5028,0.4638,0.471,58,0.0,9,0.0,119,0.0,grid
12009065123,28.043614620235658,-80.59098304194355,0.8316,0.8323,0.7487,0.4354,0.8128,53,0.0,7,0.0,114,0.0,grid
12009065124,28.05731584665953,-80.61064750211985,0.8862,0.9081,0.6355,0.7154,0.8442,53,0.0,7,0.0,116,0.0,grid
12009065126,28.04225240629746,-80.63329048999765,0.5757,0.6708,0.9698,0.5372,0.0929,53,0.0,7,0.0,116,0.0,grid
12009065127,28.044412449443538,-80.61875159192635,0.6004,0.5961,0.6101,0.4533,0.5627,53,0.0,7,0.0,116,0.0,grid
12009065128,28.038638934260668,-80.61345513704967,0.9296,0.9596,0.9124,0.7096,0.7448,53,0.0,7,0.0,114,0.0,grid
12009065129,28.023082119891903,-80.61157019263473,0.3408,0.1868,0.5122,0.4293,0.502,53,0.0,6,0.0,111,0.0,grid
12009065130,28.020582158131532,-80.63072269663363,0.4471,0.816,0.4473,0.4415,0.0617,53,0.0,6,0.0,111,0.0,grid
12009065131,28.02933931919891,-80.63982419349178,0.4456,0.2379,0.9272,0.5423,0.3418,53,0.0,6,0.0,113,0.0,grid
12009065201,28.023445204723654,-80.5749317997588,0.6718,0.5187,0.3874,0.3931,0.9272,53,0.0,6,0.0,109,0.0,grid
12009065202,28.00432592080408,-80.6198934644877,0.6968,0.4649,0.9306,0.4667,0.7335,52,0.0,6,0.0,103,0.0,grid
12009065231,27.96397907332994,-80.57580943343116,0.2262,0.1075,0.3217,0.3039,0.4994,51,0.0,7,0.0,88,0.0,grid
12009065236,27.901514057021917,-80.56906480477923,0.0744,0.2391,0.116,0.1543,0.0667,46,0.0,3,0.0,54,0.0,grid
12009065237,27.888848087812864,-80.52982107190311,0.1179,0.126,0.3089,0.0081,0.2467,42,0.0,2,0.0,47,0.0,grid
12009065238,27.849340194569486,-80.5609669498325,0.0055,0.0298,0.1028,0.0008,0.0266,35,0.0,2,0.0,31,0.0,grid
12009065239,27.865174932148573,-80.49872648173309,0.3006,0.503,0.2118,0.0366,0.3343,33,0.0,2,0.0,28,0.0,grid
12009065240,27.887191256718026,-80.5069532222947,0.2389,0.242,0.1976,0.1163,0.4892,31,0.0,2,0.0,38,0.0,grid
12009066101,28.060204204657406,-80.56605369811636,0.1473,0.1284,0.0951,0.1449,0.4744,53,0.0,7,0.0,114,0.0,grid
12009066103,28.033212681184548,-80.55217850018283,0.1118,0.155,0.1755,0.114,0.2353,46,0.0,6,0.0,108,0.0,grid
12009066104,27.932692553375244,-80.50154386719181,0.0039,0.0205,0.0314,0.0301,0.0669,33,0.0,3,0.0,52,0.0,grid
12009066200,28.08644715008354,-80.57859735024392,0.1511,0.4219,0.0568,0.0874,0.188,47,0.0,7,0.0,115,0.0,grid
12009066301,28.125394596093045,-80.59338204959235,0.2897,0.1913,0.1769,0.1236,0.726,47,0.0,9,0.0,118,0.0,grid
