facility_id,facility_type,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4,RPL_THEMES
shelter_405,shelter,0.8047,0.8542,0.7069,0.9726,0.9272
shelter_406,shelter,0.4698,0.528,0.3941,0.5939,0.5205
shelter_407,shelter,0.1499,0.2138,0.573,0.0988,0.1126
shelter_408,shelter,0.0197,0.1452,0.6543,0.5519,0.169
shelter_409,shelter,0.7586,0.4858,0.5264,0.4686,0.6337
shelter_410,shelter,0.416,0.2576,0.2026,0.375,0.3114
shelter_411,shelter,0.1059,0.0972,0.3742,0.1801,0.083
shelter_412,shelter,0.899,0.9337,0.5089,0.315,0.7773
shelter_413,shelter,0.4209,0.0018,0.2634,0.743,0.2077
shelter_414,shelter,0.3633,0.6373,0.4016,0.3856,0.4199
shelter_415,shelter,0.1408,0.14,0.2266,0.128,0.0803
shelter_416,shelter,0.3298,0.5085,0.462,0.1653,0.2793
shelter_417,shelter,0.8294,0.1448,0.3844,0.9542,0.7724
shelter_418,shelter,0.6994,0.644,0.5791,0.8491,0.787
shelter_419,shelter,0.9848,0.474,0.7915,0.969,0.9592
shelter_420,shelter,0.1059,0.0972,0.3742,0.1801,0.083
shelter_421,shelter,0.1059,0.0972,0.3742,0.1801,0.083
shelter_422,shelter,0.3298,0.5085,0.462,0.1653,0.2793
shelter_423,shelter,0.416,0.2576,0.2026,0.375,0.3114
shelter_424,shelter,0.3032,0.5862,0.2207,0.159,0.2475
shelter_425,shelter,0.8294,0.1448,0.3844,0.9542,0.7724
shelter_426,shelter,0.3032,0.5862,0.2207,0.159,0.2475
shelter_427,shelter,0.6404,0.803,0.4008,0.5333,0.6566
shelter_428,shelter,0.1059,0.0972,0.3742,0.1801,0.083
shelter_429,shelter,0.9828,0.8473,0.6228,0.5055,0.8793
shelter_430,shelter,0.3032,0.5862,0.2207,0.159,0.2475
shelter_431,shelter,0.3032,0.5862,0.2207,0.159,0.2475
shelter_432,shelter,0.416,0.2576,0.2026,0.375,0.3114
shelter_433,shelter,0.3032,0.5862,0.2207,0.159,0.2475
shelter_434,shelter,0.5083,0.5223,0.4841,0.5848,0.5479
shelter_435,shelter,0.5629,0.8112,0.5506,0.8183,0.7412
shelter_436,shelter,0.411,0.3487,0.4264,0.37,0.3736
shelter_437,shelter,0.6114,0.3103,0.4354,0.7994,0.6262
shelter_438,shelter,0.1059,0.0972,0.3742,0.1801,0.083
shelter_439,shelter,0.3298,0.5085,0.462,0.1653,0.2793
shelter_440,shelter,0.416,0.2576,0.2026,0.375,0.3114
shelter_441,shelter,0.1059,0.0972,0.3742,0.1801,0.083
shelter_442,shelter,0.6114,0.3103,0.4354,0.7994,0.6262
shelter_443,shelter,0.3032,0.5862,0.2207,0.159,0.2475
shelter_444,shelter,0.1059,0.0972,0.3742,0.1801,0.083
shelter_445,shelter,0.0387,0.3929,0.0713,0.0931,0.0531
shelter_446,shelter,0.3032,0.5862,0.2207,0.159,0.2475
shelter_447,shelter,0.4892,0.3627,0.3224,0.7132,0.5233
shelter_448,shelter,0.1408,0.14,0.2266,0.128,0.0803
shelter_449,shelter,0.1059,0.0972,0.3742,0.1801,0.083
shelter_450,shelter,0.9505,0.7083,0.626,0.7282,0.8813
shelter_451,shelter,0.3298,0.5085,0.462,0.1653,0.2793
shelter_452,shelter,0.416,0.2576,0.2026,0.375,0.3114
shelter_453,shelter,0.6994,0.644,0.5791,0.8491,0.787
shelter_454,shelter,0.3032,0.5862,0.2207,0.159,0.2475
shelter_455,shelter,0.6994,0.644,0.5791,0.8491,0.787
shelter_456,shelter,0.8432,0.812,0.6154,0.7732,0.8544
shelter_457,shelter,0.5024,0.574,0.197,0.4146,0.4495
shelter_458,shelter,0.3032,0.5862,0.2207,0.159,0.2475
shelter_459,shelter,0.3298,0.5085,0.462,0.1653,0.2793
shelter_460,shelter,0.3298,0.5085,0.462,0.1653,0.2793
shelter_461,shelter,0.5396,0.8554,0.4039,0.2288,0.5047
shelter_462,shelter,0.4529,0.3454,0.4461,0.0558,0.2278
shelter_463,shelter,0.4529,0.3454,0.4461,0.0558,0.2278
shelter_464,shelter,0.5836,0.3886,0.2634,0.5809,0.5178
shelter_465,shelter,0.4529,0.3454,0.4461,0.0558,0.2278
shelter_466,shelter,0.5836,0.3886,0.2634,0.5809,0.5178
shelter_467,shelter,0.5751,0.8846,0.498,0.0783,0.4558
shelter_468,shelter,0.1503,0.5316,0.2573,0.084,0.1278
shelter_469,shelter,0.5396,0.8554,0.4039,0.2288,0.5047
shelter_470,shelter,0.4227,0.831,0.5045,0.2154,0.4452
shelter_471,shelter,0.5396,0.8554,0.4039,0.2288,0.5047
shelter_472,shelter,0.2353,0.5911,0.1341,0.3645,0.2832
shelter_473,shelter,0.5751,0.8846,0.498,0.0783,0.4558
shelter_474,shelter,0.5836,0.3886,0.2634,0.5809,0.5178
shelter_475,shelter,0.4529,0.3454,0.4461,0.0558,0.2278
shelter_476,shelter,0.5836,0.3886,0.2634,0.5809,0.5178
shelter_477,shelter,0.4529,0.3454,0.4461,0.0558,0.2278
shelter_478,shelter,0.4227,0.831,0.5045,0.2154,0.4452
shelter_479,shelter,0.5396,0.8554,0.4039,0.2288,0.5047
shelter_480,shelter,0.5751,0.8846,0.498,0.0783,0.4558
shelter_481,shelter,0.5396,0.8554,0.4039,0.2288,0.5047
shelter_482,shelter,0.4529,0.3454,0.4461,0.0558,0.2278
shelter_483,shelter,0.5836,0.3886,0.2634,0.5809,0.5178
shelter_484,shelter,0.6414,0.8771,0.5998,0.5813,0.7195
shelter_485,shelter,0.5712,0.6976,0.8295,0.7653,0.7327
shelter_486,shelter,0.6414,0.8771,0.5998,0.5813,0.7195
shelter_487,shelter,0.4572,0.6679,0.5683,0.5783,0.5684
shelter_488,shelter,0.6414,0.8771,0.5998,0.5813,0.7195
shelter_489,shelter,0.5712,0.6976,0.8295,0.7653,0.7327
shelter_490,shelter,0.6414,0.8771,0.5998,0.5813,0.7195
shelter_491,shelter,0.4572,0.6679,0.5683,0.5783,0.5684
shelter_492,shelter,0.4572,0.6679,0.5683,0.5783,0.5684
shelter_493,shelter,0.4572,0.6679,0.5683,0.5783,0.5684
shelter_494,shelter,0.5712,0.6976,0.8295,0.7653,0.7327
shelter_495,shelter,0.6414,0.8771,0.5998,0.5813,0.7195
shelter_496,shelter,0.5712,0.6976,0.8295,0.7653,0.7327
shelter_497,shelter,0.4572,0.6679,0.5683,0.5783,0.5684
shelter_498,shelter,0.397,0.8688,0.0683,0.7004,0.5627
shelter_499,shelter,0.643,0.8505,0.3012,0.8517,0.7718
shelter_500,shelter,0.643,0.8505,0.3012,0.8517,0.7718
shelter_501,shelter,0.397,0.8688,0.0683,0.7004,0.5627
shelter_502,shelter,0.643,0.8505,0.3012,0.8517,0.7718
shelter_503,shelter,0.397,0.8688,0.0683,0.7004,0.5627
shelter_504,shelter,0.643,0.8505,0.3012,0.8517,0.7718
shelter_505,shelter,0.643,0.8505,0.3012,0.8517,0.7718
shelter_506,shelter,0.9197,0.9854,0.5537,0.8034,0.9394
shelter_507,shelter,0.9197,0.9854,0.5537,0.8034,0.9394
shelter_508,shelter,0.9197,0.9854,0.5537,0.8034,0.9394
shelter_509,shelter,0.9197,0.9854,0.5537,0.8034,0.9394
shelter_510,shelter,0.8026,0.3937,0.6453,0.5945,0.697
shelter_511,shelter,0.5852,0.4893,0.59,0.8598,0.7075
shelter_512,shelter,0.9197,0.9854,0.5537,0.8034,0.9394
shelter_513,shelter,0.5639,0.0927,0.5598,0.7809,0.5389
shelter_514,shelter,0.5639,0.0927,0.5598,0.7809,0.5389
shelter_515,shelter,0.6706,0.8813,0.4449,0.5199,0.6913
shelter_516,shelter,0.6706,0.8813,0.4449,0.5199,0.6913
shelter_517,shelter,0.6706,0.8813,0.4449,0.5199,0.6913
shelter_518,shelter,0.6706,0.8813,0.4449,0.5199,0.6913
shelter_519,shelter,0.6706,0.8813,0.4449,0.5199,0.6913
shelter_520,shelter,0.6706,0.8813,0.4449,0.5199,0.6913
shelter_521,shelter,0.929,0.7308,0.6837,0.8493,0.9081
shelter_522,shelter,0.8164,0.2412,0.6967,0.7548,0.7308
shelter_523,shelter,0.8243,0.7669,0.689,0.927,0.8972
shelter_524,shelter,0.8164,0.2412,0.6967,0.7548,0.7308
shelter_525,shelter,0.8164,0.2412,0.6967,0.7548,0.7308
shelter_526,shelter,0.8164,0.2412,0.6967,0.7548,0.7308
shelter_527,shelter,0.8243,0.7669,0.689,0.927,0.8972
shelter_528,shelter,0.929,0.7308,0.6837,0.8493,0.9081
shelter_529,shelter,0.8164,0.2412,0.6967,0.7548,0.7308
shelter_530,shelter,0.8164,0.2412,0.6967,0.7548,0.7308
shelter_531,shelter,0.8164,0.2412,0.6967,0.7548,0.7308
shelter_532,shelter,0.8164,0.2412,0.6967,0.7548,0.7308
shelter_533,shelter,0.8511,0.9394,0.5098,0.3692,0.7684
shelter_534,shelter,0.8499,0.9566,0.7077,0.8716,0.929
shelter_535,shelter,0.8499,0.9566,0.7077,0.8716,0.929
shelter_536,shelter,0.9546,0.8736,0.7634,0.8773,0.954
shelter_537,shelter,0.8499,0.9566,0.7077,0.8716,0.929
shelter_538,shelter,0.9546,0.8736,0.7634,0.8773,0.954
shelter_539,shelter,0.8499,0.9566,0.7077,0.8716,0.929
shelter_540,shelter,0.9546,0.8736,0.7634,0.8773,0.954
shelter_541,shelter,0.9546,0.8736,0.7634,0.8773,0.954
shelter_542,shelter,0.8499,0.9566,0.7077,0.8716,0.929
shelter_543,shelter,0.8499,0.9566,0.7077,0.8716,0.929
shelter_544,shelter,0.8499,0.9566,0.7077,0.8716,0.929
shelter_545,shelter,0.9546,0.8736,0.7634,0.8773,0.954
shelter_546,shelter,0.9546,0.8736,0.7634,0.8773,0.954
shelter_547,shelter,0.8176,0.7061,0.6022,0.7051,0.8
shelter_548,shelter,0.4761,0.8241,0.4909,0.4128,0.545
shelter_549,shelter,0.6515,0.9183,0.4892,0.2586,0.6124
shelter_550,shelter,0.6515,0.9183,0.4892,0.2586,0.6124
shelter_551,shelter,0.4221,0.7032,0.1921,0.3882,0.4298
shelter_552,shelter,0.1759,0.2389,0.0726,0.4043,0.1805
shelter_553,shelter,0.2493,0.3256,0.3156,0.5418,0.3252
shelter_554,shelter,0.2493,0.3256,0.3156,0.5418,0.3252
shelter_555,shelter,0.6515,0.9183,0.4892,0.2586,0.6124
shelter_556,shelter,0.6515,0.9183,0.4892,0.2586,0.6124
shelter_557,shelter,0.8454,0.9617,0.3406,0.9809,0.9462
shelter_558,shelter,0.9702,0.9955,0.8213,0.8203,0.9858
shelter_559,shelter,0.8807,0.8712,0.6902,0.7499,0.8832
shelter_560,shelter,0.8454,0.9617,0.3406,0.9809,0.9462
shelter_561,shelter,0.9702,0.9955,0.8213,0.8203,0.9858
shelter_562,shelter,0.8807,0.8712,0.6902,0.7499,0.8832
shelter_563,shelter,0.6951,0.7949,0.1957,0.5475,0.6552
shelter_564,shelter,0.8949,0.6797,0.5514,0.9475,0.9107
shelter_565,shelter,0.8454,0.9617,0.3406,0.9809,0.9462
shelter_566,shelter,0.6665,0.6426,0.3256,0.3552,0.5483
shelter_567,shelter,0.0905,0.2097,0.45,0.0325,0.0497
shelter_568,shelter,0.5359,0.1414,0.5293,0.7116,0.5158
shelter_569,shelter,0.0909,0.0412,0.7268,0.3773,0.1331
shelter_570,shelter,0.1708,0.1994,0.563,0.4767,0.2598
shelter_571,shelter,0.3751,0.4607,0.6768,0.7116,0.5446
shelter_572,shelter,0.2535,0.1631,0.6154,0.7775,0.4235
shelter_573,shelter,0.0,0.0,0.5333,0.0,0.0
shelter_574,shelter,0.1095,0.7643,0.4573,0.4769,0.3548
shelter_575,shelter,0.074,0.5951,0.3569,0.1221,0.1314
shelter_576,shelter,0.2643,0.7953,0.6124,0.7959,0.6016
shelter_577,shelter,0.3225,0.2436,0.6482,0.1211,0.2193
shelter_578,shelter,0.0187,0.1503,0.7295,0.0513,0.0387
shelter_579,shelter,0.0536,0.0828,0.7014,0.0469,0.0375
shelter_580,shelter,0.1193,0.213,0.5669,0.1684,0.1308
shelter_581,shelter,0.0,0.0,0.5333,0.0,0.0
shelter_582,shelter,0.0517,0.2331,0.4293,0.1105,0.0688
shelter_583,shelter,0.588,0.8239,0.3909,0.498,0.616
shelter_584,shelter,0.2535,0.1631,0.6154,0.7775,0.4235
shelter_585,shelter,0.1095,0.7643,0.4573,0.4769,0.3548
shelter_586,shelter,0.1193,0.213,0.5669,0.1684,0.1308
shelter_587,shelter,0.0,0.0,0.5333,0.0,0.0
shelter_588,shelter,0.7848,0.2016,0.7969,0.9886,0.8527
shelter_589,shelter,0.7418,0.3454,0.6179,0.8091,0.7294
shelter_590,shelter,0.7552,0.5759,0.6935,0.1964,0.57
shelter_591,shelter,0.3751,0.4607,0.6768,0.7116,0.5446
shelter_592,shelter,0.283,0.4286,0.524,0.1325,0.2308
shelter_593,shelter,0.2874,0.3529,0.3203,0.1852,0.2166
shelter_594,shelter,0.5073,0.0611,0.3274,0.4572,0.3278
shelter_595,shelter,0.283,0.4286,0.524,0.1325,0.2308
shelter_596,shelter,0.1193,0.213,0.5669,0.1684,0.1308
shelter_597,shelter,0.1095,0.7643,0.4573,0.4769,0.3548
shelter_598,shelter,0.2535,0.1631,0.6154,0.7775,0.4235
shelter_599,shelter,0.5813,0.858,0.3313,0.7379,0.7041
shelter_600,shelter,0.8233,0.7424,0.6752,0.9679,0.9132
shelter_601,shelter,0.3921,0.2189,0.45,0.5428,0.3974
shelter_602,shelter,0.2134,0.3258,0.3406,0.5708,0.3215
shelter_603,shelter,0.0673,0.075,0.3787,0.1755,0.0637
shelter_604,shelter,0.0517,0.2331,0.4293,0.1105,0.0688
shelter_605,shelter,0.5728,0.4464,0.6953,0.527,0.5724
shelter_606,shelter,0.3897,0.3639,0.411,0.457,0.3988
shelter_607,shelter,0.3225,0.2436,0.6482,0.1211,0.2193
shelter_608,shelter,0.2225,0.3817,0.6154,0.1649,0.2239
shelter_609,shelter,0.7728,0.0239,0.626,0.9199,0.6716
shelter_610,shelter,0.5661,0.6231,0.5264,0.2077,0.4629
shelter_611,shelter,0.0381,0.6292,0.3563,0.3821,0.2081
shelter_612,shelter,0.7126,0.9114,0.3813,0.2895,0.6353
shelter_613,shelter,0.2026,0.2744,0.4394,0.2061,0.1824
shelter_614,shelter,0.0357,0.0753,0.4362,0.4807,0.1138
shelter_615,shelter,0.0357,0.0753,0.4362,0.4807,0.1138
shelter_616,shelter,0.0357,0.0753,0.4362,0.4807,0.1138
shelter_617,shelter,0.9452,0.9949,0.9858,0.64,0.9647
shelter_618,shelter,0.5237,0.8071,0.8528,0.1168,0.4915
shelter_619,shelter,0.0635,0.8596,0.9132,0.0452,0.1964
shelter_620,shelter,0.9024,0.716,0.9406,0.7592,0.8905
shelter_621,shelter,0.869,0.9884,0.9978,0.6527,0.9286
shelter_622,shelter,0.7671,0.7361,0.9104,0.4312,0.7335
shelter_623,shelter,0.6937,0.6387,0.8933,0.3505,0.6505
shelter_624,shelter,0.0635,0.8596,0.9132,0.0452,0.1964
shelter_625,shelter,0.9024,0.716,0.9406,0.7592,0.8905
shelter_626,shelter,0.9452,0.9949,0.9858,0.64,0.9647
shelter_627,shelter,0.6673,0.275,0.9467,0.5077,0.6101
shelter_628,shelter,0.0635,0.8596,0.9132,0.0452,0.1964
shelter_629,shelter,0.4789,0.6556,0.8994,0.2034,0.4852
shelter_630,shelter,0.8793,0.825,0.9242,0.785,0.9036
shelter_631,shelter,0.8732,0.6828,0.9352,0.2619,0.729
shelter_632,shelter,0.9452,0.9949,0.9858,0.64,0.9647
shelter_633,shelter,0.0909,0.0412,0.7268,0.3773,0.1331
shelter_634,shelter,0.5073,0.0611,0.3274,0.4572,0.3278
shelter_635,shelter,0.9028,0.7998,0.8402,0.6562,0.8722
shelter_636,shelter,0.8759,0.8976,0.9364,0.5767,0.8706
shelter_637,shelter,0.2134,0.3258,0.3406,0.5708,0.3215
shelter_638,shelter,0.0536,0.0828,0.7014,0.0469,0.0375
shelter_639,shelter,0.9919,0.9343,0.8986,0.8611,0.9817
shelter_640,shelter,0.1708,0.1994,0.563,0.4767,0.2598
shelter_641,shelter,0.2134,0.3258,0.3406,0.5708,0.3215
shelter_642,shelter,0.4207,0.7367,0.524,0.3351,0.4708
shelter_643,shelter,0.2643,0.7953,0.6124,0.7959,0.6016
shelter_644,shelter,0.2535,0.1631,0.6154,0.7775,0.4235
shelter_645,shelter,0.658,0.6972,0.6319,0.6298,0.703
shelter_646,shelter,0.9817,0.8523,0.8972,0.3959,0.8809
shelter_647,shelter,0.0673,0.075,0.3787,0.1755,0.0637
shelter_648,shelter,0.5073,0.0611,0.3274,0.4572,0.3278
shelter_649,shelter,0.5181,0.6107,0.7439,0.2225,0.4801
shelter_650,shelter,0.3024,0.8148,0.6608,0.031,0.2645
shelter_651,shelter,0.6201,0.4351,0.7213,0.9,0.7487
shelter_652,shelter,0.4327,0.7294,0.6622,0.2819,0.475
shelter_653,shelter,0.5073,0.0611,0.3274,0.4572,0.3278
shelter_654,shelter,0.8665,0.9199,0.938,0.9635,0.9659
shelter_655,shelter,0.2535,0.1631,0.6154,0.7775,0.4235
shelter_656,shelter,0.9846,0.7755,0.8722,0.9032,0.9684
shelter_657,shelter,0.2673,0.6862,0.572,0.2057,0.3323
shelter_658,shelter,0.2994,0.1124,0.7892,0.3162,0.2696
shelter_659,shelter,0.5444,0.901,0.6874,0.687,0.7306
shelter_660,shelter,0.074,0.5951,0.3569,0.1221,0.1314
shelter_661,shelter,0.0187,0.1503,0.7295,0.0513,0.0387
shelter_662,shelter,0.5073,0.0611,0.3274,0.4572,0.3278
shelter_663,shelter,0.9043,0.4154,0.6124,0.897,0.8615
shelter_664,shelter,0.7418,0.3454,0.6179,0.8091,0.7294
shelter_665,shelter,0.1193,0.213,0.5669,0.1684,0.1308
shelter_666,shelter,0.2323,0.7146,0.3988,0.1095,0.2369
shelter_667,shelter,0.9899,0.9744,0.8864,0.9041,0.9895
shelter_668,shelter,0.103,0.5037,0.5215,0.1347,0.1558
shelter_669,shelter,0.6671,0.458,0.5654,0.4957,0.5947
shelter_670,shelter,0.1406,0.4639,0.59,0.3,0.2499
shelter_671,shelter,0.3751,0.4607,0.6768,0.7116,0.5446
shelter_672,shelter,0.0187,0.1503,0.7295,0.0513,0.0387
shelter_673,shelter,0.0905,0.2097,0.45,0.0325,0.0497
shelter_674,shelter,0.8828,0.9775,0.9215,0.8462,0.958
shelter_675,shelter,0.7481,0.6142,0.6453,0.9546,0.857
shelter_676,shelter,0.3138,0.5475,0.6453,0.0213,0.1882
shelter_677,shelter,0.9817,0.8523,0.8972,0.3959,0.8809
shelter_678,shelter,0.9817,0.8523,0.8972,0.3959,0.8809
shelter_679,shelter,0.3921,0.2189,0.45,0.5428,0.3974
shelter_680,shelter,0.1708,0.1994,0.563,0.4767,0.2598
shelter_681,shelter,0.5813,0.858,0.3313,0.7379,0.7041
shelter_682,shelter,0.9899,0.9744,0.8864,0.9041,0.9895
shelter_683,shelter,0.9817,0.8523,0.8972,0.3959,0.8809
shelter_684,shelter,0.742,0.9621,0.9272,0.583,0.844
shelter_685,shelter,0.0673,0.075,0.3787,0.1755,0.0637
shelter_686,shelter,0.3225,0.2436,0.6482,0.1211,0.2193
shelter_687,shelter,0.9817,0.8523,0.8972,0.3959,0.8809
shelter_688,shelter,0.0905,0.2097,0.45,0.0325,0.0497
shelter_689,shelter,0.103,0.5037,0.5215,0.1347,0.1558
shelter_690,shelter,0.4327,0.7294,0.6622,0.2819,0.475
shelter_691,shelter,0.6805,0.7274,0.6319,0.6566,0.7268
shelter_692,shelter,0.5004,0.9402,0.1638,0.8639,0.7316
shelter_693,shelter,0.5004,0.9402,0.1638,0.8639,0.7316
shelter_694,shelter,0.5004,0.9402,0.1638,0.8639,0.7316
shelter_695,shelter,0.5004,0.9402,0.1638,0.8639,0.7316
shelter_696,shelter,0.343,0.8258,0.1185,0.2231,0.3556
shelter_697,shelter,0.5893,0.331,0.0285,0.7314,0.527
shelter_698,shelter,0.5004,0.9402,0.1638,0.8639,0.7316
shelter_699,shelter,0.5004,0.9402,0.1638,0.8639,0.7316
shelter_700,shelter,0.5004,0.9402,0.1638,0.8639,0.7316
shelter_701,shelter,0.5004,0.9402,0.1638,0.8639,0.7316
shelter_702,shelter,0.1105,0.4854,0.3165,0.1004,0.1144
shelter_703,shelter,0.557,0.2838,0.5215,0.4507,0.4734
shelter_704,shelter,0.6519,0.9901,0.4394,0.0491,0.5444
shelter_705,shelter,0.672,0.8156,0.4699,0.857,0.801
shelter_706,shelter,0.557,0.2838,0.5215,0.4507,0.4734
shelter_707,shelter,0.557,0.2838,0.5215,0.4507,0.4734
shelter_708,shelter,0.557,0.2838,0.5215,0.4507,0.4734
shelter_709,shelter,0.6519,0.9901,0.4394,0.0491,0.5444
shelter_710,shelter,0.9385,0.6527,0.7407,0.8892,0.9185
shelter_711,shelter,0.1105,0.4854,0.3165,0.1004,0.1144
shelter_712,shelter,0.8394,0.0247,0.2722,0.8856,0.6375
shelter_713,shelter,0.4037,0.47,0.1281,0.3996,0.3637
shelter_714,shelter,0.9385,0.6527,0.7407,0.8892,0.9185
shelter_715,shelter,0.1826,0.3077,0.4148,0.2377,0.1886
shelter_716,shelter,0.557,0.2838,0.5215,0.4507,0.4734
shelter_717,shelter,0.557,0.2838,0.5215,0.4507,0.4734
shelter_718,shelter,0.557,0.2838,0.5215,0.4507,0.4734
shelter_719,shelter,0.557,0.2838,0.5215,0.4507,0.4734
shelter_720,shelter,0.6519,0.9901,0.4394,0.0491,0.5444
shelter_721,shelter,0.999,0.5939,0.9008,0.6675,0.9231
shelter_722,shelter,0.557,0.2838,0.5215,0.4507,0.4734
shelter_723,shelter,0.999,0.5939,0.9008,0.6675,0.9231
shelter_724,shelter,0.8394,0.0247,0.2722,0.8856,0.6375
shelter_725,shelter,0.1105,0.4854,0.3165,0.1004,0.1144
shelter_726,shelter,0.6519,0.9901,0.4394,0.0491,0.5444
shelter_727,shelter,0.557,0.2838,0.5215,0.4507,0.4734
shelter_728,shelter,0.9385,0.6527,0.7407,0.8892,0.9185
shelter_729,shelter,0.1105,0.4854,0.3165,0.1004,0.1144
shelter_730,shelter,0.557,0.2838,0.5215,0.4507,0.4734
shelter_731,shelter,0.3108,0.7511,0.635,0.1312,0.3422
shelter_732,shelter,0.557,0.2838,0.5215,0.4507,0.4734
shelter_733,shelter,0.6519,0.9901,0.4394,0.0491,0.5444
shelter_734,shelter,0.557,0.2838,0.5215,0.4507,0.4734
shelter_735,shelter,0.4077,0.525,0.3543,0.4436,0.4245
shelter_736,shelter,0.4077,0.525,0.3543,0.4436,0.4245
shelter_737,shelter,0.4077,0.525,0.3543,0.4436,0.4245
shelter_738,shelter,0.2503,0.4262,0.3657,0.7483,0.4394
shelter_739,shelter,0.4077,0.525,0.3543,0.4436,0.4245
shelter_740,shelter,0.4077,0.525,0.3543,0.4436,0.4245
shelter_741,shelter,0.4077,0.525,0.3543,0.4436,0.4245
shelter_742,shelter,0.6773,0.1079,0.3813,0.5755,0.5028
shelter_743,shelter,0.3846,0.785,0.1313,0.6424,0.5193
shelter_744,shelter,0.7609,0.8193,0.4596,0.8398,0.8308
shelter_745,shelter,0.2298,0.1588,0.3787,0.3706,0.2174
shelter_746,shelter,0.386,0.4588,0.6053,0.0913,0.2675
shelter_747,shelter,0.401,0.2688,0.423,0.7227,0.4809
shelter_748,shelter,0.3406,0.1682,0.5608,0.246,0.2562
shelter_749,shelter,0.7416,0.9203,0.3608,0.4286,0.7006
shelter_750,shelter,0.6795,0.8197,0.337,0.8132,0.7657
shelter_751,shelter,0.401,0.2688,0.423,0.7227,0.4809
shelter_752,shelter,0.1024,0.5219,0.2472,0.5744,0.2822
shelter_753,shelter,0.3527,0.2659,0.0386,0.544,0.3201
shelter_754,shelter,0.401,0.2688,0.423,0.7227,0.4809
shelter_755,shelter,0.8888,0.9994,0.7829,0.9505,0.989
shelter_756,shelter,0.1917,0.2331,0.0545,0.3536,0.1679
shelter_757,shelter,0.386,0.4588,0.6053,0.0913,0.2675
shelter_758,shelter,0.2298,0.1588,0.3787,0.3706,0.2174
shelter_759,shelter,0.7416,0.9203,0.3608,0.4286,0.7006
shelter_760,shelter,0.8888,0.9994,0.7829,0.9505,0.989
shelter_761,shelter,0.3807,0.4398,0.5543,0.2097,0.331
shelter_762,shelter,0.7779,0.8947,0.7201,0.4337,0.7572
shelter_763,shelter,0.297,0.6483,0.3012,0.325,0.3513
shelter_764,shelter,0.1024,0.5219,0.2472,0.5744,0.2822
shelter_765,shelter,0.386,0.4588,0.6053,0.0913,0.2675
shelter_766,shelter,0.472,0.4724,0.1762,0.8692,0.5978
shelter_767,shelter,0.3527,0.2659,0.0386,0.544,0.3201
shelter_768,shelter,0.386,0.4588,0.6053,0.0913,0.2675
shelter_769,shelter,0.1024,0.5219,0.2472,0.5744,0.2822
shelter_770,shelter,0.6337,0.4414,0.3189,0.8657,0.686
shelter_771,shelter,0.7609,0.8193,0.4596,0.8398,0.8308
shelter_772,shelter,0.2915,0.303,0.2872,0.1116,0.1627
shelter_773,shelter,0.3807,0.4398,0.5543,0.2097,0.331
shelter_774,shelter,0.2915,0.303,0.2872,0.1116,0.1627
shelter_775,shelter,0.6795,0.8197,0.337,0.8132,0.7657
shelter_776,shelter,0.3527,0.2659,0.0386,0.544,0.3201
shelter_777,shelter,0.386,0.4588,0.6053,0.0913,0.2675
shelter_778,shelter,0.7416,0.9203,0.3608,0.4286,0.7006
shelter_779,shelter,0.1706,0.2716,0.1746,0.3187,0.1714
shelter_780,shelter,0.401,0.2688,0.423,0.7227,0.4809
shelter_781,shelter,0.3527,0.2659,0.0386,0.544,0.3201
shelter_782,shelter,0.297,0.6483,0.3012,0.325,0.3513
shelter_783,shelter,0.1917,0.2331,0.0545,0.3536,0.1679
shelter_784,shelter,0.297,0.6483,0.3012,0.325,0.3513
shelter_785,shelter,0.401,0.2688,0.423,0.7227,0.4809
shelter_786,shelter,0.8888,0.9994,0.7829,0.9505,0.989
shelter_787,shelter,0.2298,0.1588,0.3787,0.3706,0.2174
shelter_788,shelter,0.386,0.4588,0.6053,0.0913,0.2675
shelter_789,shelter,0.386,0.4588,0.6053,0.0913,0.2675
shelter_790,shelter,0.9353,0.9704,0.5683,0.8329,0.9475
shelter_791,shelter,0.8888,0.9994,0.7829,0.9505,0.989
shelter_792,shelter,0.1024,0.5219,0.2472,0.5744,0.2822
shelter_793,shelter,0.4982,0.5327,0.4573,0.4629,0.499
shelter_794,shelter,0.2298,0.1588,0.3787,0.3706,0.2174
shelter_795,shelter,0.6795,0.8197,0.337,0.8132,0.7657
shelter_796,shelter,0.7609,0.8193,0.4596,0.8398,0.8308
shelter_797,shelter,0.7609,0.8193,0.4596,0.8398,0.8308
shelter_798,shelter,0.401,0.2688,0.423,0.7227,0.4809
shelter_799,shelter,0.4824,0.6213,0.1004,0.4114,0.4335
shelter_800,shelter,0.4921,0.7294,0.8156,0.3529,0.5542
shelter_801,shelter,0.5611,0.8333,0.7118,0.0406,0.4233
shelter_802,shelter,0.6434,0.7331,0.7807,0.4645,0.6698
shelter_803,shelter,0.8834,0.8172,0.7929,0.5227,0.8288
shelter_804,shelter,0.5957,0.6166,0.7319,0.0099,0.314
shelter_805,shelter,0.4921,0.7294,0.8156,0.3529,0.5542
shelter_806,shelter,0.5957,0.6166,0.7319,0.0099,0.314
shelter_807,shelter,0.9783,0.9892,0.5215,0.669,0.9491
shelter_808,shelter,0.5957,0.6166,0.7319,0.0099,0.314
shelter_809,shelter,0.5957,0.6166,0.7319,0.0099,0.314
